title,link,description
Mathematics,https://www.mdpi.com/journal/mathematics,"Mathematics is a peer-reviewed, open access journal which provides an advanced forum for studies related to mathematics, and is published semimonthly online by MDPI. The European Society for Fuzzy Logic and Technology (EUSFLAT) and International Society for the Study of Information (IS4SI) are affiliated with Mathematics and their members receive a discount on article processing charges."
Medical Sciences,https://www.mdpi.com/journal/medsci,"Medical Sciences is an international, peer-reviewed, open access journal, providing a platform for advances in basic, translational and clinical research, published quarterly online by MDPI."
Medical Sciences Forum*,https://www.mdpi.com/journal/msf,"Medical Sciences Forum is an open access journal dedicated to publishing findings resulting from academic conferences, workshops and similar events in all areas of medical sciences, for advances in basic, translational and clinical research and related disciplines. The conference organizers and proceedings editors are responsible for managing the peer-review process and selecting papers for conference proceedings."
Medicina,https://www.mdpi.com/journal/medicina,"Medicina is an international, peer-reviewed, open access journal that covers all problems related to medicine. The journal is owned by the Lithuanian University of Health Sciences (LUHS) and is published monthly online by MDPI. Partner Societies are the Lithuanian Medical Association, Vilnius University, Rīga Stradiņš University, the University of Latvia, and the University of Tartu."
Medicines,https://www.mdpi.com/journal/medicines,"Medicines is an international, peer-reviewed, open access journal that covers all medical disciplines and sub-specialties and is published monthly online by MDPI."
Membranes,https://www.mdpi.com/journal/membranes,"Membranes is an international, peer-reviewed, open access journal, published monthly online by MDPI, covers the broad aspects of the science and technology of both biological and non-biological membranes. European Membrane Society (EMS), Membrane Society of Australasia (MSA) and Polish Membrane Society (PTMem) are affiliated with Membranes and their members receive discounts on the article processing charges."
Merits,https://www.mdpi.com/journal/merits,"Merits is an international, peer-reviewed, open access journal on virtues, talents and human resources published quarterly online by MDPI."
Metabolites,https://www.mdpi.com/journal/metabolites,"Metabolites is an international, peer-reviewed, open access journal of metabolism and metabolomics, published monthly online by MDPI."
Metals,https://www.mdpi.com/journal/metals,"Metals is an international, peer-reviewed, open access journal published monthly online by MDPI. The Portuguese Society of Materials (SPM), and the Spanish Materials Society (SOCIEMAT) are affiliated with Metals and their members receive a discount on the article processing charges."
Meteorology,https://www.mdpi.com/journal/meteorology,"Meteorology is an international, peer-reviewed, open access journal on atmospheric science published quarterly online by MDPI."
Methane,https://www.mdpi.com/journal/methane,"Methane is an international, peer-reviewed, open access journal on all aspects of methane published quarterly online by MDPI."
Methods and Protocols,https://www.mdpi.com/journal/mps,"Methods and Protocols is an international, peer-reviewed, open access journal aiming to establish and describe new experimental techniques in the fields of Life Sciences, Chemistry, and Biomedical Sciences, published bimonthly online by MDPI."
Metrology,https://www.mdpi.com/journal/metrology,"Metrology is an international, peer-reviewed, open access journal on the science and technology of measurement and metrology, published quarterly online by MDPI."
Micro,https://www.mdpi.com/journal/micro,"Micro is an international, peer-reviewed, open access journal on microscale and nanoscale research and applications in physics, chemistry, materials, biology, medicine, food, environment technology, engineering, etc., published quarterly online by MDPI."
Microbiology Research,https://www.mdpi.com/journal/microbiolres,"Microbiology Research is an international, scientific, peer-reviewed open access journal published quarterly online by MDPI (from Volume 11 Issue 2-2020)."
Micromachines,https://www.mdpi.com/journal/micromachines,"Micromachines is a peer-reviewed, open access journal on the science and technology of small structures, devices and systems, published monthly online by MDPI."
Microorganisms,https://www.mdpi.com/journal/microorganisms,"Microorganisms is a scientific, peer-reviewed, open access journal of microbiology, published monthly online by MDPI. The Hellenic Society Mikrobiokosmos (MBK), the Spanish Society for Nitrogen Fixation (SEFIN) and the Society for Microbial Ecology and Disease (SOMED) are affiliated with the Microorganisms, and their members receive a discount on the article processing charges."
Microplastics,https://www.mdpi.com/journal/microplastics,"Microplastics is an international, peer-reviewed, open access journal on the science and technology of primary and secondary microplastics published quarterly online by MDPI."
Minerals,https://www.mdpi.com/journal/minerals,"Minerals is an international, peer-reviewed, open access journal of natural mineral systems, mineral resources, mining, and mineral processing. Minerals is published monthly online by MDPI."
Mining,https://www.mdpi.com/journal/mining,"Mining is an international, peer-reviewed, open access journal on mining science and engineering published quarterly online by MDPI."
Modelling,https://www.mdpi.com/journal/modelling,"Modelling is an international, peer-reviewed, open access journal on theory and applications of modelling and simulation in engineering science, published quarterly online by MDPI."
Molbank,https://www.mdpi.com/journal/molbank,"Molbank is an international, peer-reviewed, open access journal comprised of a unique collection of one-compound-per-paper short notes on synthetic compounds and natural products published quarterly online by MDPI."
Molecules,https://www.mdpi.com/journal/molecules,"Molecules is the leading international, peer-reviewed, open access journal of chemistry. Molecules is published semimonthly online by MDPI. The International Society of Nucleosides, Nucleotides & Nucleic Acids (IS3NA), the Spanish Society of Medicinal Chemistry (SEQT) and the International Society of Heterocyclic Chemistry (ISHC) are affiliated with Molecules and their members receive a discount on the article processing charges."
Multimodal Technologies and Interaction,https://www.mdpi.com/journal/mti,"Multimodal Technologies and Interaction is an international, peer-reviewed, open access journal on multimodal technologies and interaction published monthly online by MDPI."
Muscles,https://www.mdpi.com/journal/muscles,"Muscles is an international, peer-reviewed, open access journal on muscle biology and physiology published quarterly online by MDPI."
Nanoenergy Advances,https://www.mdpi.com/journal/nanoenergyadv,"Nanoenergy Advances is an international, peer-reviewed, open access journal on all aspects of nanoenergy published quarterly online by MDPI."
Nanomanufacturing,https://www.mdpi.com/journal/nanomanufacturing,"Nanomanufacturing is an international, peer-reviewed, open access journal on the fabrication of miniaturized devices or objects, their scalability, and their eventual industrial production, published quarterly online by MDPI."
Nanomaterials,https://www.mdpi.com/journal/nanomaterials,"Nanomaterials is an international, peer-reviewed, interdisciplinary scholarly open access journal, published semimonthly online by MDPI. It publishes reviews, regular research papers, communications, and short notes that are relevant to any field of study that involves nanomaterials, with respect to their science and application. The Spanish Carbon Group (GEC) is affiliated with Nanomaterials and their members receive discounts on the article processing charges."
NDT,https://www.mdpi.com/journal/ndt,"NDT is an international, peer-reviewed, open access journal on non-destructive testing published quarterly online by MDPI. The Faringdon Research Centre for Non-Destructive Testing and Remote Sensing (FCNDT&RS) is affiliated with NDT and its members receive discounts on the article processing charges."
Network,https://www.mdpi.com/journal/network,"Network is an international, peer-reviewed, open access journal on science and technology of networks, published quarterly online by MDPI."
Neuroglia,https://www.mdpi.com/journal/neuroglia,"Neuroglia is an international, peer-reviewed, open access journal on Neuroscience published quarterly online by MDPI."
Neurology International,https://www.mdpi.com/journal/neurolint,"Neurology International is an international, peer-reviewed, open access journal which provides an advanced forum for studies related to all aspects of neurology and neuroscience, published bimonthly online by MDPI (from Volume 12 issue 3 - 2020)."
NeuroSci,https://www.mdpi.com/journal/neurosci,"NeuroSci is an international, peer-reviewed, open access journal on neurology and neuroscience published quarterly online by MDPI."
Nitrogen,https://www.mdpi.com/journal/nitrogen,"Nitrogen is an international, peer-reviewed, open access journal on the whole field of nitrogen research published quarterly online by MDPI."
Non-Coding RNA,https://www.mdpi.com/journal/ncrna,"Non-Coding RNA is an international, peer-reviewed, open access journal on non-coding RNA research dealing with elucidating the structure, function and biology of regulatory non-coding RNAs. Non-Coding RNA is published bimonthly online by MDPI. Cardiolinc is affiliated with Non-Coding RNA."
Nursing Reports,https://www.mdpi.com/journal/nursrep,"Nursing Reports is an international, peer-reviewed, open access journal on nursing sciences published quarterly online by MDPI (from Volume 10 Issue 1 - 2020)."
Nutraceuticals,https://www.mdpi.com/journal/nutraceuticals,"Nutraceuticals is an international, peer-reviewed, open access journal on research and development of nutraceuticals, published quarterly online by MDPI."
Nutrients,https://www.mdpi.com/journal/nutrients,"Nutrients is an international, peer-reviewed, open access journal of human nutrition published semimonthly online by MDPI. The Asia Pacific Nutrigenomics Nutrigenetics Organisation (APNNO), Italian Society for Pediatric Gastroenterology, Hepatology and Nutrition (SIGENP), Nutrition Society of New Zealand (NSNZ), Ocular Wellness & Nutrition Society (OWNS) and others are affiliated with Nutrients and their members receive a discount on article processing charges."
Obesities,https://www.mdpi.com/journal/obesities,"Obesities is an international, peer-reviewed, open access journal on all aspects of obesity published quarterly online by MDPI."
Oceans,https://www.mdpi.com/journal/oceans,"Oceans is an international, peer-reviewed, open access journal of oceanography, published quarterly online by MDPI."
Onco,https://www.mdpi.com/journal/onco,"Onco is an international, peer-reviewed, open access journal on the whole field of oncotargets and cancer therapies research published quarterly online by MDPI."
Optics,https://www.mdpi.com/journal/optics,"Optics is an international, peer-reviewed, open access journal on optics published quarterly online by MDPI."
Oral,https://www.mdpi.com/journal/oral,"Oral is an international, peer-reviewed, open access journal on oral health published quarterly online by MDPI."
Organics,https://www.mdpi.com/journal/organics,"Organics is an international, peer-reviewed, open access journal on organic chemistry published quarterly online by MDPI."
Organoids,https://www.mdpi.com/journal/organoids,"Organoids is an international, peer-reviewed, open access journal on all aspects of organoids published quarterly online by MDPI."
Osteology,https://www.mdpi.com/journal/osteology,"Osteology is an international, peer-reviewed, open access journal on the basic and clinical research of bone science published quarterly online by MDPI."
Oxygen,https://www.mdpi.com/journal/oxygen,"Oxygen is an international, peer-reviewed, open access journal on the whole field of oxygen research published quarterly online by MDPI."
Parasitologia,https://www.mdpi.com/journal/parasitologia,"Parasitologia is an international, peer-reviewed, open access journal on parasitology published quarterly online by MDPI."
Particles,https://www.mdpi.com/journal/particles,"Particles is an international, open access, peer-reviewed journal covering all aspects of nuclear physics, particle physics and astrophysics science, and is published quarterly online by MDPI."
Pathogens,https://www.mdpi.com/journal/pathogens,"Pathogens is an international, peer-reviewed, open access journal on pathogens and pathogen-host interactions published monthly online by MDPI."
Pathophysiology,https://www.mdpi.com/journal/pathophysiology,"Pathophysiology is an international, peer-reviewed, open access journal on the etiology, development, and elimination of pathological processes. Pathophysiology is the official journal of the International Society for Pathophysiology (ISP) and is published quarterly online by MDPI (from Volume 27, Issue 1 - 2020)."
Pediatric Reports,https://www.mdpi.com/journal/pediatrrep,"Pediatric Reports is an international, scientific, peer-reviewed open access journal on all aspects of pediatrics, published quarterly online by MDPI (from Volume 12 Issue 3 - 2020). The Italian Society of Pediatric Psychology (SIPPed) is affiliated with Pediatric Reports and the members receive discounts of the article processing charge."
Pets,https://www.mdpi.com/journal/pets,"Pets is an international, peer-reviewed, open access journal on companion animals published quarterly online by MDPI."
Pharmaceuticals,https://www.mdpi.com/journal/pharmaceuticals,"Pharmaceuticals is a peer-reviewed, open access journal of medicinal chemistry and related drug sciences, published monthly online by MDPI. The Academy of Pharmaceutical Sciences (APS) is partners of Pharmaceuticals and their members receive a discount on the article processing charge."
Pharmaceutics,https://www.mdpi.com/journal/pharmaceutics,"Pharmaceutics is a peer-reviewed, open access journal on the science and technology of pharmaceutics and biopharmaceutics, and is published monthly online by MDPI. The Spanish Society of Pharmaceutics and Pharmaceutical Technology (SEFIG), Pharmaceutical Solid State Research Cluster (PSSRC), Academy of Pharmaceutical Sciences (APS) and Korean Society of Pharmaceutical Sciences and Technology (KSPST) are affiliated with Pharmaceutics and their members receive a discount on the article processing charges."
Pharmacoepidemiology,https://www.mdpi.com/journal/pharmacoepidemiology,"Pharmacoepidemiology is an international, peer-reviewed, open access journal on high-quality epidemiological, clinical research across the fields of clinical pharmacology and epidemiology, published quarterly online by MDPI."
Pharmacy,https://www.mdpi.com/journal/pharmacy,"Pharmacy is an international, scientific, peer-reviewed, open access journal dealing with pharmacy education and practice and is published bimonthly online by MDPI."
Philosophies,https://www.mdpi.com/journal/philosophies,"Philosophies is an international, peer-reviewed, open access journal promoting re-integration of diverse forms of philosophical reflection and scientific research on fundamental issues in science, technology and culture, published bimonthly online by MDPI. The International Society for Information Studies (IS4SI) is affiliated with Philosophies and their members receive a discount on the article processing charge."
Photochem,https://www.mdpi.com/journal/photochem,"Photochem is an international, peer-reviewed, open access journal on photochemistry published quarterly online by MDPI."
Photonics,https://www.mdpi.com/journal/photonics,"Photonics is an international, scientific, peer-reviewed, open access journal on the science and technology of optics and photonics, published monthly online by MDPI."
Phycology,https://www.mdpi.com/journal/phycology,"Phycology is an international, peer-reviewed, open access journal on phycology published quarterly online by MDPI."
Physchem,https://www.mdpi.com/journal/physchem,"Physchem is an international, peer-reviewed, open access journal on science and technology in physical chemistry published quarterly online by MDPI."
Physical Sciences Forum*,https://www.mdpi.com/journal/psf,"Physical Sciences Forum is an open access journal dedicated to publishing findings resulting from academic conferences, workshops and similar events in the area of physical sciences. Each conference proceeding can be individually indexed, is citable via a digital object identifier (DOI) and freely available under an open access license. The conference organizers and proceedings editors are responsible for managing the peer-review process and selecting papers for conference proceedings."
Physics,https://www.mdpi.com/journal/physics,"Physics is an international, peer-reviewed, open access journal which presents latest researches on all aspects of physics. It publishes original research articles, review articles, communications with no restriction on the length of the papers. Physics is published quarterly online by MDPI."
Physiologia,https://www.mdpi.com/journal/physiologia,"Physiologia is an international, peer-reviewed, open access journal on physiology published quarterly online by MDPI."
Plants,https://www.mdpi.com/journal/plants,"Plants is an international, scientific, peer-reviewed, open access journal on plant science published semimonthly online by MDPI. The Australian Society of Plant Scientists (ASPS), the Spanish Phytopathological Society (SEF),  the Spanish Society of Plant Physiology (SEFV), the Spanish Society of Horticultural Sciences (SECH) and the Italian Society of Phytotherapy (S.I.Fit.) are affiliated with Plants and their members receive a discount on the article processing charges."
Plasma,https://www.mdpi.com/journal/plasma,"Plasma is an international, open access, peer-reviewed journal covering all aspects of plasma science, published quarterly online by MDPI."
Platforms,https://www.mdpi.com/journal/platforms,"Platforms is an international, peer-reviewed, open access journal on platform management, services, policy and all related research published quarterly online by MDPI."
Pollutants,https://www.mdpi.com/journal/pollutants,"Pollutants is an international, peer-reviewed, open access journal on all aspects of environmental pollution published quarterly online by MDPI."
Polymers,https://www.mdpi.com/journal/polymers,"Polymers is an international, peer-reviewed, open access journal of polymer science published semimonthly online by MDPI. Belgian Polymer Group (BPG), European Colloid & Interface Society (ECIS), National Interuniversity Consortium of Materials Science and Technology (INSTM) and North American Thermal Analysis Society (NATAS) are affiliated with Polymers and their members receive a discount on the article processing charges."
Polysaccharides,https://www.mdpi.com/journal/polysaccharides,"Polysaccharides is an international, peer-reviewed, open access journal on all aspects of the science of polysaccharides and their derivatives, published quarterly online by MDPI."
Poultry,https://www.mdpi.com/journal/poultry,"Poultry is an international, peer-reviewed, open access journal on poultry health, welfare and productivity, published quarterly online by MDPI."
Powders,https://www.mdpi.com/journal/powders,"Powders is an international, peer-reviewed, open access journal on particle/powder science and technology published quarterly online by MDPI."
Proceedings*,https://www.mdpi.com/journal/proceedings,"Proceedings is an open access journal dedicated to publishing findings resulting from conferences, workshops, and similar events. The conference organizers and proceedings editors are responsible for managing the peer-review process and selecting papers for conference proceedings."
Processes,https://www.mdpi.com/journal/processes,"Processes is an international, peer-reviewed, open access journal on processes/systems in chemistry, biology, material, energy, environment, food, pharmaceutical, manufacturing, automation control, catalysis, separation, particle and allied engineering fields published monthly online by MDPI. The Systems and Control Division of the Canadian Society for Chemical Engineering (CSChE S&C Division)  and the Brazilian Association of Chemical Engineering (ABEQ) are affiliated with Processes and their members receive discounts on the article processing charges. Please visit Society Collaborations for more details."
Prosthesis,https://www.mdpi.com/journal/prosthesis,Prosthesis is an international peer-reviewed open access journal on rehabilitation medicine published bimonthly online by MDPI.
Proteomes,https://www.mdpi.com/journal/proteomes,"Proteomes is an international, peer-reviewed, open access journal on all aspects of proteomics published quarterly online by MDPI."
Psychiatry International,https://www.mdpi.com/journal/psychiatryint,"Psychiatry International is an international, peer-reviewed, open access journal on psychiatric research and practice, published quarterly online by MDPI."
Psychoactives,https://www.mdpi.com/journal/psychoactives,"Psychoactives is an international, peer-reviewed, open access journal on psychoactive substances published quarterly online by MDPI."
Psychology International,https://www.mdpi.com/journal/psycholint,"Psychology International - formerly Psych - is an international, peer-reviewed, open access journal on psychology, published quarterly online by MDPI."
Publications,https://www.mdpi.com/journal/publications,"Publications is an international, peer-reviewed, open access journal on scholarly publishing, published quarterly online by MDPI."
Quantum Beam Science,https://www.mdpi.com/journal/qubs,"Quantum Beam Science is an international, peer-reviewed, open access journal on research derived from beam line facilities and related techniques published quarterly online by MDPI."
Quantum Reports,https://www.mdpi.com/journal/quantumrep,"Quantum Reports is an international, peer-reviewed, open access journal on quantum science. It publishes original research articles and review articles in all quantum subfields, from basic quantum theory to a broad array of applications. Quantum Reports is published quarterly online by MDPI."
Quaternary,https://www.mdpi.com/journal/quaternary,"Quaternary is an international, peer-reviewed, open access journal that covers all aspects within quaternary science, embracing the whole range of scientific fields related to geological, geographical, biological, physical, chemical, environmental and human sciences. The journal is published quarterly online by MDPI."
Radiation,https://www.mdpi.com/journal/radiation,"Radiation is an international, peer-reviewed, open access journal on scientific advances and applications of radiotherapy, immunotherapy, radiology and radiation technologies across multiple fields, published quarterly online by MDPI."
Reactions,https://www.mdpi.com/journal/reactions,"Reactions is an international, peer-reviewed, open access journal on reaction chemistry and engineering published quarterly online by MDPI."
Real Estate,https://www.mdpi.com/journal/realestate,"Real Estate is an international, peer-reviewed, open access journal on real estate, published quarterly online by MDPI."
Receptors,https://www.mdpi.com/journal/receptors,"Receptors is an international, peer-reviewed, open access journal on all aspects of receptors published quarterly online by MDPI."
Recycling,https://www.mdpi.com/journal/recycling,"Recycling is an international, peer-reviewed, open access journal on the recycling and reuse of material resources, including circular economy published bimonthly online by MDPI."
Religions,https://www.mdpi.com/journal/religions,"Religions is an international, interdisciplinary, peer-reviewed, open access journal on religions and theology, published monthly online by MDPI."
Remote Sensing,https://www.mdpi.com/journal/remotesensing,"Remote Sensing is an international, peer-reviewed, open access journal about the science and application of remote sensing technology, and is published semimonthly online by MDPI. The Remote Sensing Society of Japan (RSSJ) and the Japan Society of Photogrammetry and Remote Sensing (JSPRS) are affiliated with Remote Sensing, and their members receive a discount on the article processing charge."
Reports,https://www.mdpi.com/journal/reports,"Reports is an international, peer-reviewed, open access journal about the medical cases, images, and videos in human medicine, published quarterly online by MDPI."
Reproductive Medicine,https://www.mdpi.com/journal/reprodmed,"Reproductive Medicine is an international, peer-reviewed, open access journal on obstetrics and gynecology published quarterly online by MDPI."
Resources,https://www.mdpi.com/journal/resources,"Resources is an international, peer-reviewed, open access journal on natural resources published monthly online by MDPI."
Rheumato,https://www.mdpi.com/journal/rheumato,"Rheumato is an international, peer-reviewed, open access journal on rheumatology research published quarterly online by MDPI."
Risks,https://www.mdpi.com/journal/risks,"Risks is an international, scholarly, peer-reviewed, open access journal for research and studies on insurance and financial risk management. Risks is published monthly online by MDPI."
Robotics,https://www.mdpi.com/journal/robotics,"Robotics is an international, peer-reviewed, open access journal on robotics published monthly online by MDPI. The IFToMM is affiliated with Robotics and its members receive a discount on the article processing charges."
Ruminants,https://www.mdpi.com/journal/ruminants,"Ruminants is an international, peer-reviewed, open access journal on ruminants, including cattle, all domesticated and wild bovines, goats, sheep, giraffes, deer, gazelles, and antelopes, published quarterly online by MDPI."
Safety,https://www.mdpi.com/journal/safety,"Safety is an international, peer-reviewed, open access journal on industrial and human health safety published quarterly online by MDPI."
Sci,https://www.mdpi.com/journal/sci,"Sci is an international, peer-reviewed, open access journal on all research fields published quarterly online by MDPI."
Scientia Pharmaceutica,https://www.mdpi.com/journal/scipharm,"Scientia Pharmaceutica is an international, peer-reviewed, open access journal related to the pharmaceutical sciences. The journal is owned by the Austrian Pharmaceutical Society (Österreichische Pharmazeutische Gesellschaft, ÖPhG) and is published quarterly online by MDPI and in print by the Austrian Pharmacists' Publishing House (Österreichischer Apothekerverlag)."
Sclerosis,https://www.mdpi.com/journal/sclerosis,"Sclerosis is an international, peer-reviewed, open access journal on sclerosis and related diseases, published quarterly online by MDPI."
Seeds,https://www.mdpi.com/journal/seeds,"Seeds is an international, peer-reviewed, open access journal on seed science and technology published quarterly online by MDPI."
Sensors,https://www.mdpi.com/journal/sensors,"Sensors is an international, peer-reviewed, open access journal on the science and technology of sensors. Sensors is published semimonthly online by MDPI. The Polish Society of Applied Electromagnetics (PTZE), Japan Society of Photogrammetry and Remote Sensing (JSPRS), Spanish Society of Biomedical Engineering (SEIB) and International Society for the Measurement of Physical Behaviour (ISMPB) are affiliated with Sensors and their members receive a discount on the article processing charges."
Separations,https://www.mdpi.com/journal/separations,"Separations - formerly Chromatography - is an international, peer-reviewed, open access journal on separation and purification science and technology in all areas of chemical, biological, physical science, and separation performance published monthly online by MDPI. The Central European Group of Separation Sciences (CEGSS) is affiliated with Separations and their members receive discounts on the article processing charges."
Sexes,https://www.mdpi.com/journal/sexes,"Sexes is an international, peer-reviewed, open access journal on the interdisciplinary study of sexuality, with broad coverage of issues related to sexual health and behavior, published quarterly online by MDPI."
Signals,https://www.mdpi.com/journal/signals,"Signals is an international, peer-reviewed, open access journal on signals and signal processing published quarterly online by MDPI."
Sinusitis,https://www.mdpi.com/journal/sinusitis,"Sinusitis (Volume 3, Issue 3 - 2018 was published with Sinusitis and Asthma) is a peer-reviewed, open access journal which focuses on medical research about sinusitis, and is published semiannually online by MDPI."
Smart Cities,https://www.mdpi.com/journal/smartcities,"Smart Cities is an international, scientific, peer-reviewed, open access journal on the science and technology of smart cities, published bimonthly online by MDPI."
Social Sciences,https://www.mdpi.com/journal/socsci,"Social Sciences is an international, open access journal with rapid peer-review, which publishes works from a wide range of fields, including anthropology, criminology, economics, education, geography, history, law, linguistics, political science, psychology, social policy, social work, sociology and so on. Social Sciences is published monthly online by MDPI."
Société Internationale d’Urologie Journal,https://www.mdpi.com/journal/siuj,"Société Internationale d’Urologie Journal (SIUJ) is an international, peer-reviewed, open access journal that covers all aspects of urology and related fields. The journal is owned by the Société Internationale d’Urologie (SIU) and is published bimonthly online by MDPI (since Volume 5, Issue 1 - 2024)."
Societies,https://www.mdpi.com/journal/societies,"Societies is an international, peer-reviewed, open access journal on sociology, published monthly online by MDPI."
Software,https://www.mdpi.com/journal/software,"Software is an international, peer-reviewed, open access journal on all aspects of software engineering published quarterly online by MDPI."
Soil Systems,https://www.mdpi.com/journal/soilsystems,"Soil Systems - formerly Soils - is an international, scientific, peer-reviewed, open access journal on soil science, published quarterly online by MDPI. The Italian Society of Soil Science (SISS) is affiliated with Soil Systems and its members receive discounts on the article processing charges."
Solar,https://www.mdpi.com/journal/solar,"Solar is an international, peer-reviewed, open access journal on all aspects of solar energy and photovoltaic systems published quarterly online by MDPI."
Solids,https://www.mdpi.com/journal/solids,"Solids is an international, peer-reviewed, open access journal on all areas of solid-state sciences published quarterly online by MDPI."
Spectroscopy Journal,https://www.mdpi.com/journal/spectroscj,"Spectroscopy Journal is an international, peer-reviewed, open access journal on all aspects of spectroscopy published quarterly online by MDPI."
Sports,https://www.mdpi.com/journal/sports,"Sports is an international, peer-reviewed, open access journal published monthly online by MDPI. The Strength and Conditioning Society (SCS), The European Sport Nutrition Society (ESNS) and The European Network of Sport Education (ENSE) are affiliated with Sports and their members receive discounts on the article processing charges."
Standards,https://www.mdpi.com/journal/standards,"Standards is an international, peer-reviewed, open access journal on standardization, inspection, verification, certification, testing and quality control published quarterly online by MDPI."
Stats,https://www.mdpi.com/journal/stats,"Stats is an international, peer-reviewed, open access journal on statistical science published quarterly online by MDPI. The journal focuses on methodological and theoretical papers in statistics, probability, stochastic processes and innovative applications of statistics in all scientific disciplines including biological and biomedical sciences, medicine, business, economics and social sciences, physics, data science and engineering."
Stresses,https://www.mdpi.com/journal/stresses,"Stresses is an international, peer-reviewed, open access journal on abiotic and biotic stresses research published quarterly online by MDPI."
Surfaces,https://www.mdpi.com/journal/surfaces,"Surfaces is an international, peer-reviewed, open access journal on all aspects of surface and interface science published quarterly online by MDPI."
Surgeries,https://www.mdpi.com/journal/surgeries,"Surgeries is an international, peer-reviewed, open access journal on findings and developments in surgery published quarterly online by MDPI. The Academy of Surgical Research is affiliated with Surgeries and its members receive discounts on the article processing charges."
Surgical Techniques Development,https://www.mdpi.com/journal/std,"Surgical Techniques Development is an international, peer-reviewed, open access journal on the latest progressive techniques and advanced technologies in the field of surgeries, published quarterly online by MDPI (from Volume 11, Issue 1 - 2022)."
Sustainability,https://www.mdpi.com/journal/sustainability,"Sustainability is an international, peer-reviewed, open-access journal on environmental, cultural, economic, and social sustainability of human beings, published semimonthly online by MDPI. The Canadian Urban Transit Research & Innovation Consortium (CUTRIC), International Council for Research and Innovation in Building and Construction (CIB) and Urban Land Institute (ULI) are affiliated with Sustainability and their members receive discounts on the article processing charges."
Sustainable Chemistry,https://www.mdpi.com/journal/suschem,"Sustainable Chemistry is an international, peer-reviewed, open access journal on advances in the development of alternative green and sustainable technologies in chemical engineering, published quarterly online by MDPI."
Symmetry,https://www.mdpi.com/journal/symmetry,"Symmetry is an international, peer-reviewed, open access journal covering research on symmetry/asymmetry phenomena wherever they occur in all aspects of natural sciences. Symmetry is published monthly online by MDPI."
SynBio,https://www.mdpi.com/journal/synbio,"SynBio is an international, peer-reviewed, open access journal on synthetic biology, biological parts, devices, and systems, published quarterly online by MDPI."
Systems,https://www.mdpi.com/journal/systems,"Systems is an international, peer-reviewed, open access journal on systems theory in practice, including fields such as systems engineering management, systems based project planning in urban settings, health systems, environmental management and complex social systems, published monthly online by MDPI. The International Society for the Systems Sciences (ISSS) is affiliated with Systems and its members receive a discount on the article processing charges."
Targets,https://www.mdpi.com/journal/targets,"Targets is an international, peer-reviewed, open access journal on chemical measurement science, biology, material science, pharmacy, clinical diagnostics, molecular medicine and biomedicine published quarterly online by MDPI."
Taxonomy,https://www.mdpi.com/journal/taxonomy,"Taxonomy is an international, peer-reviewed, open access journal published quarterly online by MDPI. It covers the conception, naming, and classification of groups of organisms, including but not limited to animals, plants, viruses, and microorganisms."
Technologies,https://www.mdpi.com/journal/technologies,"Technologies is an international, peer-reviewed, open access journal singularly focusing on emerging scientific and technological trends and is published monthly online by MDPI."
Telecom,https://www.mdpi.com/journal/telecom,"Telecom is an international, peer-reviewed, open access journal on communications and networks published quarterly online by MDPI. FITCE Hellas - Hellenic Branch of FITCE is affiliated with Telecom and its members receive a discount on the article processing charge."
Textiles,https://www.mdpi.com/journal/textiles,"Textiles is an international, peer-reviewed, open access journal on textile science and engineering published quarterly online by MDPI."
Thalassemia Reports,https://www.mdpi.com/journal/thalassrep,"Thalassemia Reports is an international, peer-reviewed, open access journal on the study, diagnosis, and treatment of thalassemia, published quarterly online by MDPI (from Volume 12 Issue 1-2022)."
Thermo,https://www.mdpi.com/journal/thermo,"Thermo is an international, peer-reviewed, open access journal on all aspects of thermal sciences, including key features on thermodynamics, statistical mechanics, kinetic theory and satellite areas, published quarterly online by MDPI."
Tomography,https://www.mdpi.com/journal/tomography,"Tomography is an international, peer-reviewed open access journal on imaging technologies published monthly online by MDPI (from Volume 7 Issue 1-2021)."
Tourism and Hospitality,https://www.mdpi.com/journal/tourismhosp,"Tourism and Hospitality is an international, peer-reviewed, open access journal on all aspects of tourism and hospitality, published quarterly online by MDPI."
Toxics,https://www.mdpi.com/journal/toxics,"Toxics is an international, peer-reviewed, open access journal on all aspects of the toxic chemicals and materials, published monthly online by MDPI."
Toxins,https://www.mdpi.com/journal/toxins,"Toxins is an international, peer-reviewed, open access journal which provides an advanced forum for studies related to toxinology and all kinds of toxins (biotoxins) from animals, microbes and plants. Toxins is published monthly online by MDPI. The French Society on Toxinology (SFET), International Society for Mycotoxicology (ISM), Japanese Society of Mycotoxicology (JSMYCO) and European Uremic Toxins (EUTox) Work Group are affiliated with Toxins and their members receive a discount on the article processing charges."
Transplantology,https://www.mdpi.com/journal/transplantology,"Transplantology is an international, peer-reviewed, open access journal on all areas of experimental and clinical transplantation, published quarterly online by MDPI."
Trauma Care,https://www.mdpi.com/journal/traumacare,"Trauma Care is an international, peer-reviewed, open access journal on traumatic injury and psychological trauma published quarterly online by MDPI."
Trends in Higher Education,https://www.mdpi.com/journal/higheredu,"Trends in Higher Education is an international, peer-reviewed, open access journal on higher education published quarterly online by MDPI."
